# numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7005,2022-03-22 00:00:00,102880,10,1,110,2.4,283.05,278.25,72,12640,0,nan,nan,nan,nan,nan,nan,nan,nan,101990,nan,nan,100,nan,nan,nan,nan,280.25,nan,nan,3.9,4.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7015,2022-03-22 00:00:00,102960,10,3,70,2.2,282.35,277.55,72,9910,0,nan,nan,nan,0,nan,nan,nan,nan,102380,nan,nan,110,nan,nan,nan,nan,278.75,nan,nan,2.4,2.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-22 00:00:00,102540,-10.0,8,90,4.1,282.05,280.45,90,14000,2,0,nan,0,0,nan,30,20,10,102430,nan,nan,-10.0,nan,nan,nan,nan,nan,nan,nan,4.6,5.4,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-22 00:00:00,102680,0,4,120,3.2,281.05,278.85,86,19780,0,nan,nan,nan,0,nan,nan,nan,nan,101850,nan,nan,50,nan,nan,nan,nan,281.45,nan,nan,4.3,4.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-22 00:00:00,102820,20,1,100,2.6,282.35,277.35,71,23200,0,nan,nan,nan,0,nan,nan,nan,nan,100900,nan,nan,90,nan,nan,nan,nan,278.85,nan,nan,3.9,4.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-22 00:00:00,103010,30,2,70,1.7,277.65,275.15,84,19940,0,nan,nan,nan,0,nan,nan,nan,nan,101820,nan,nan,150,nan,nan,nan,nan,275.05,nan,nan,2.7,2.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-22 00:00:00,102250,-50.0,7,130,6.5,286.95,281.95,72,57100,0,nan,nan,100,8,2880,nan,nan,nan,101070,nan,nan,-30.0,nan,nan,nan,nan,280.55,nan,nan,10.0,10.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,2880,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-22 00:00:00,102350,-10.0,8,110,3.5,286.15,281.85,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101650,nan,nan,-10.0,nan,nan,nan,nan,nan,nan,nan,7.0,7.0,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-22 00:00:00,102550,70,1,120,3.2,284.05,280.15,77,29230,0,nan,nan,nan,0,nan,nan,nan,nan,102100,nan,nan,80,nan,nan,nan,nan,282.25,nan,nan,4.6,5.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7139,2022-03-22 00:00:00,102720,30,2,150,1.1,283.75,277.85,67,20000,0,nan,nan,nan,1,1750,nan,nan,nan,100950,nan,nan,80,nan,nan,nan,nan,281.85,nan,nan,2.3,3.8,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,1560,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-22 00:00:00,102850,10,2,170,1.3,283.65,277.95,68,20000,1,0,0,0,0,nan,30,20,10,101750,nan,nan,80,nan,nan,nan,nan,nan,nan,nan,2.0,2.1,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-22 00:00:00,103000,20,1,120,1.3,277.85,274.35,78,13490,0,nan,nan,nan,0,nan,nan,nan,nan,101520,nan,nan,130,nan,nan,nan,nan,274.05,nan,nan,1.7,2.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-22 00:00:00,103100,30,2,60,0.6,282.05,274.65,60,19530,0,nan,nan,nan,0,nan,nan,nan,nan,98850,nan,nan,110,nan,nan,nan,nan,274.95,nan,nan,1.5,1.9,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-22 00:00:00,103190,50,2,340,1.8,278.85,270.75,56,16420,0,nan,nan,nan,0,nan,nan,nan,nan,101310,nan,nan,100,nan,nan,nan,nan,273.75,nan,nan,2.3,2.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-22 00:00:00,102340,50,1,130,7.0,285.15,281.85,80,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,101820,nan,nan,50,nan,nan,nan,nan,nan,nan,nan,15.9,15.9,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-22 00:00:00,102490,40,1,120,4.0,283.15,278.15,71,28900,0,nan,nan,nan,0,nan,nan,nan,nan,102170,nan,nan,80,nan,nan,nan,nan,278.85,nan,nan,6.2,6.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7240,2022-03-22 00:00:00,102770,90,1,180,3.2,282.75,277.75,71,20830,0,nan,nan,nan,1,4440,nan,nan,nan,101400,nan,nan,120,nan,nan,nan,nan,282.75,nan,nan,5.1,7.6,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4440,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-22 00:00:00,102920,80,2,120,3.0,279.35,275.65,77,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,100860,nan,nan,110,nan,nan,nan,nan,278.05,nan,nan,3.6,4.1,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-22 00:00:00,103100,80,1,270,0.9,277.25,274.75,84,16260,0,nan,nan,nan,1,4080,nan,nan,nan,100360,nan,nan,60,nan,nan,nan,nan,276.85,nan,nan,1.3,1.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4080,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-22 00:00:00,103190,60,2,280,0.8,275.65,272.55,80,20190,0,nan,nan,nan,1,7380,nan,nan,nan,99780,nan,nan,0,nan,nan,nan,nan,275.35,nan,nan,1.0,1.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,7380,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-22 00:00:00,102480,-10.0,5,130,6.9,284.25,276.25,58,15000,1,0,nan,25,2,1250,31,nan,nan,102200,nan,nan,90,nan,nan,nan,nan,nan,nan,nan,11.0,11.8,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,8,1200,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-22 00:00:00,102730,20,0,150,2.3,282.35,273.75,55,41280,0,nan,nan,nan,0,nan,nan,nan,nan,101260,nan,nan,120,nan,nan,nan,nan,280.05,nan,nan,4.3,7.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-22 00:00:00,102810,-20.0,8,120,4.1,280.65,270.35,48,30000,0,nan,nan,nan,nan,nan,nan,nan,nan,97920,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.7,-10.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-22 00:00:00,103090,50,2,160,6.5,277.65,272.05,67,27300,0,nan,nan,nan,0,nan,nan,nan,nan,99000,nan,nan,130,nan,nan,nan,nan,277.15,nan,nan,9.8,9.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-22 00:00:00,nan,-10.0,8,160,3.3,275.15,269.05,64,20000,0,nan,nan,nan,0,nan,nan,nan,nan,93210,92500,895,50,nan,nan,nan,nan,272.15,nan,nan,6.3,7.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-22 00:00:00,103160,90,1,170,5.5,282.45,274.15,56,28000,1,0,0,0,0,nan,30,20,10,100230,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,8.6,11.1,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-22 00:00:00,102490,-40.0,7,110,6.1,283.65,275.75,58,29720,0,nan,nan,100,8,5100,nan,nan,nan,101900,nan,nan,80,nan,nan,nan,nan,281.25,nan,nan,8.9,9.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3,nan,5100,8,nan,5760,nan,nan,nan,nan,nan,nan
7535,2022-03-22 00:00:00,102740,10,0,120,4.0,281.15,269.95,45,20000,0,nan,nan,nan,0,nan,nan,nan,nan,99550,nan,nan,110,nan,nan,nan,nan,278.65,nan,nan,8.7,9.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7558,2022-03-22 00:00:00,103080,-70.0,8,130,10.0,277.55,273.85,77,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,94510,nan,nan,40,nan,nan,nan,nan,275.05,nan,nan,16.6,16.6,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-22 00:00:00,103320,50,1,0,0.0,277.25,274.75,84,17000,0,nan,nan,nan,nan,nan,nan,nan,nan,102390,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,-10.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-22 00:00:00,nan,70,1,80,1.8,276.55,264.85,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92940,nan,nan,40,nan,276.55,nan,287.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7607,2022-03-22 00:00:00,102390,0,0,60,3.1,281.55,277.35,75,30000,0,nan,nan,nan,nan,nan,nan,nan,nan,101660,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.1,-10.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7621,2022-03-22 00:00:00,102420,-10.0,8,190,1.0,278.15,277.25,94,19760,0,nan,nan,nan,0,nan,nan,nan,nan,97980,nan,nan,20,nan,nan,nan,nan,279.85,nan,nan,1.2,2.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,-0.1,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7627,2022-03-22 00:00:00,102470,-30.0,8,150,2.5,279.95,275.65,74,20000,0,nan,nan,100,8,5820,nan,nan,nan,97450,nan,nan,20,nan,nan,nan,nan,280.05,nan,nan,3.9,6.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,5820,8,nan,6720,nan,nan,nan,nan,nan,nan
7630,2022-03-22 00:00:00,102640,20,1,110,9.2,282.65,276.15,64,24550,0,nan,nan,nan,5,6060,nan,nan,nan,100810,nan,nan,140,nan,nan,nan,nan,281.85,nan,nan,16.8,17.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,nan,6060,nan,nan,nan,nan,nan,nan,nan,nan,nan
7643,2022-03-22 00:00:00,103230,-20.0,8,50,4.1,280.35,273.95,64,35000,0,nan,nan,90,nan,800,nan,nan,nan,103130,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.7,-10.0,nan,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7650,2022-03-22 00:00:00,103270,0,4,40,3.2,280.95,269.75,45,37640,0,nan,nan,nan,1,4260,nan,nan,nan,102870,nan,nan,100,nan,nan,nan,nan,278.35,nan,nan,4.8,4.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4260,nan,nan,nan,nan,nan,nan,nan,nan,nan
7661,2022-03-22 00:00:00,nan,nan,nan,90,4.9,nan,nan,nan,20000,2,0,nan,40,3,2250,30,23,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.8,7.8,-10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3,3,2100,nan,nan,nan,nan,nan,nan,nan,nan,nan
7690,2022-03-22 00:00:00,103330,-30.0,6,340,2.0,280.85,270.25,47,20000,2,0,0,0,0,nan,30,20,10,103000,nan,nan,-20.0,nan,nan,nan,nan,278.65,nan,nan,3.1,6.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7747,2022-03-22 00:00:00,103050,-70.0,7,0,0.0,279.55,277.75,88,14940,0,nan,nan,nan,0,nan,nan,nan,nan,102500,nan,nan,170,nan,nan,nan,nan,277.75,nan,nan,0.9,2.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,4.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7761,2022-03-22 00:00:00,103240,0,5,40,3.4,277.45,270.85,62,28780,0,nan,nan,nan,0,nan,nan,nan,nan,103130,nan,nan,10,nan,nan,nan,nan,275.35,nan,nan,5.2,5.3,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7790,2022-03-22 00:00:00,103310,10,3,220,2.3,276.95,271.35,67,37770,0,nan,nan,nan,0,nan,nan,nan,nan,103160,nan,nan,-40.0,nan,nan,nan,nan,277.25,nan,nan,2.9,3.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61968,2022-03-22 00:00:00,100990,130,6,80,5.3,301.05,297.65,82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100940,nan,nan,30,nan,297.65,nan,304.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,3.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61972,2022-03-22 00:00:00,101270,110,6,150,7.6,299.75,294.95,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101200,nan,nan,20,nan,298.45,nan,303.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61976,2022-03-22 00:00:00,101120,70,5,nan,nan,301.25,298.05,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101030,nan,nan,70,nan,300.55,nan,305.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61980,2022-03-22 00:00:00,101270,-100.0,6,130,4.8,299.35,296.05,82,60000,0,nan,nan,100,8,1750,nan,nan,nan,101120,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,6.8,10.0,-10.0,nan,nan,nan,nan,0.0,-0.1,0.2,0.2,0.2,nan,nan,nan,nan,5,nan,1860,8,nan,2220,nan,nan,nan,nan,nan,nan
61996,2022-03-22 00:00:00,102240,20,3,340,8.8,292.05,291.75,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101900,nan,nan,210,nan,291.85,nan,295.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.2,3.2,3.2,3.4,3.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61997,2022-03-22 00:00:00,99630,10,8,300,8.6,280.25,278.25,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97880,nan,nan,-300.0,nan,277.15,nan,282.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61998,2022-03-22 00:00:00,100100,-210.0,8,330,10.8,279.45,276.05,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99730,nan,nan,1500,nan,nan,nan,nan,nan,nan,nan,nan,14.4,-10.0,nan,nan,nan,nan,0.0,nan,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67005,2022-03-22 00:00:00,101050,-120.0,6,310,0.6,299.25,298.05,93,20000,0,nan,nan,nan,1,800,nan,nan,nan,100970,nan,nan,70,nan,nan,nan,nan,nan,nan,nan,1.1,1.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,-0.1,nan,nan,nan,nan,1,nan,600,3,nan,2880,nan,nan,nan,nan,nan,nan
71805,2022-03-22 00:00:00,99160,180,3,260,12.5,273.05,272.95,99,13410,0,nan,nan,100,8,250,nan,nan,nan,99070,nan,nan,-1420.0,nan,nan,nan,nan,273.35,nan,nan,16.6,16.6,-10.0,nan,nan,nan,nan,0.0,0.6,1.6,11.3,12.5,nan,nan,nan,nan,8,nan,270,nan,nan,nan,nan,nan,nan,nan,nan,nan
78890,2022-03-22 00:00:00,101460,110,3,60,8.9,296.15,293.25,84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101140,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,1.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78894,2022-03-22 00:00:00,101590,90,3,60,8.6,298.55,293.35,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101070,nan,nan,-120.0,nan,296.25,nan,303.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78897,2022-03-22 00:00:00,101500,90,3,70,3.5,296.35,295.15,93,36620,nan,nan,nan,nan,nan,nan,nan,nan,nan,101410,nan,nan,-130.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1,-0.1,0.8,7.6,7.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78925,2022-03-22 00:00:00,101430,150,3,90,2.7,297.95,295.05,84,8030,61,nan,nan,75,4,450,nan,nan,nan,101340,nan,nan,-90.0,302.35,nan,302.35,nan,nan,nan,nan,4.2,5.9,-10.0,nan,nan,nan,nan,0.2,0.2,0.2,0.2,0.2,nan,nan,nan,nan,1,nan,360,4,nan,1410,5,nan,1860,nan,nan,nan
81401,2022-03-22 00:00:00,101070,150,3,0,0.0,297.45,296.95,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101010,nan,nan,-20.0,nan,295.85,nan,305.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,0.2,0.2,0.2,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81405,2022-03-22 00:00:00,101050,90,3,10,1.6,298.45,296.35,88,17180,0,nan,nan,100,4,450,nan,nan,nan,100960,nan,nan,-40.0,303.35,nan,303.35,nan,299.85,nan,nan,2.3,3.7,-10.0,nan,nan,nan,nan,-0.1,-0.1,0.6,5.1,5.3,nan,nan,nan,nan,2,nan,570,3,nan,810,5,nan,1620,nan,nan,nan
81408,2022-03-22 00:00:00,101020,100,3,0,0.0,297.05,296.75,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100940,nan,nan,-10.0,nan,296.05,nan,301.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.2,6.6,10.8,10.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81415,2022-03-22 00:00:00,101140,130,3,0,0.0,296.15,295.45,96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99910,nan,nan,0,nan,296.05,nan,304.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.8,10.4,10.8,10.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7005,2022-03-22 03:00:00,102850,-30.0,8,110,2.9,281.35,277.75,78,9660,0,nan,nan,nan,nan,nan,nan,nan,nan,101960,nan,nan,60,nan,nan,nan,nan,279.25,nan,nan,4.8,5.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7015,2022-03-22 03:00:00,102950,-20.0,8,120,3.1,280.55,277.15,79,10030,0,nan,nan,nan,2,2250,nan,nan,nan,102360,nan,nan,70,nan,nan,nan,nan,278.35,nan,nan,3.9,3.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,nan,2160,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-22 03:00:00,102500,-40.0,7,160,7.6,285.85,280.05,68,14000,3,2,2,75,6,2250,30,25,10,102390,nan,nan,40,nan,nan,nan,nan,nan,nan,nan,10.3,11.1,-10.0,nan,nan,nan,nan,0.0,0.2,0.2,0.2,0.2,nan,nan,nan,nan,6,3,2400,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-22 03:00:00,102690,10,3,120,3.0,279.25,277.45,88,19710,0,nan,nan,nan,0,nan,nan,nan,nan,101860,nan,nan,100,nan,nan,nan,nan,280.55,nan,nan,3.4,4.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-22 03:00:00,102800,-30.0,8,100,4.0,281.65,277.45,75,19610,0,nan,nan,nan,0,nan,nan,nan,nan,100870,nan,nan,70,nan,nan,nan,nan,278.45,nan,nan,5.0,5.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-22 03:00:00,102990,-20.0,8,80,2.9,277.55,275.25,85,18980,0,nan,nan,nan,0,nan,nan,nan,nan,101800,nan,nan,130,nan,nan,nan,nan,274.45,nan,nan,3.3,3.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-22 03:00:00,102190,-70.0,7,140,6.4,284.85,280.35,74,40260,0,nan,nan,90,7,3900,nan,nan,nan,101000,nan,nan,0,nan,nan,nan,nan,280.55,nan,nan,9.3,9.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,3900,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-22 03:00:00,102280,-80.0,8,90,1.7,284.65,280.15,74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101570,nan,nan,-10.0,nan,nan,nan,nan,nan,nan,nan,3.3,6.0,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-22 03:00:00,102530,-30.0,7,120,2.9,281.35,277.75,78,17500,0,nan,nan,nan,0,nan,nan,nan,nan,102070,nan,nan,70,nan,nan,nan,nan,280.95,nan,nan,4.9,5.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7139,2022-03-22 03:00:00,102790,30,1,350,0.8,278.05,276.55,90,19540,0,nan,nan,nan,0,nan,nan,nan,nan,100980,nan,nan,120,nan,nan,nan,nan,281.15,nan,nan,1.2,1.8,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-22 03:00:00,102880,20,1,140,1.1,281.75,275.95,67,20000,2,0,0,0,0,nan,30,20,10,101770,nan,nan,120,nan,nan,nan,nan,nan,nan,nan,1.5,2.4,-10.0,0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-22 03:00:00,103010,10,0,0,0.0,276.65,273.65,81,11020,0,nan,nan,nan,0,nan,nan,nan,nan,101530,nan,nan,130,nan,nan,nan,nan,273.35,nan,nan,0.5,2.7,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
