# numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7335,2022-03-07 21:00:00,101530,0,5,100,2.9,278.15,270.55,58,18690,0,nan,nan,nan,0,nan,nan,nan,nan,100050,nan,nan,-630.0,nan,nan,nan,nan,276.55,nan,nan,5.4,6.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-07 21:00:00,101570,40,2,100,2.0,278.15,268.85,51,17060,0,nan,nan,nan,0,nan,nan,nan,nan,96700,nan,nan,-370.0,nan,nan,nan,nan,276.85,nan,nan,2.6,3.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-07 21:00:00,101770,90,2,240,0.9,275.05,268.75,63,12860,0,nan,nan,nan,0,nan,nan,nan,nan,97700,nan,nan,-250.0,nan,nan,nan,nan,270.55,nan,nan,2.0,2.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-07 21:00:00,nan,120,1,250,0.8,270.05,266.05,74,12020,0,nan,nan,nan,0,nan,nan,nan,nan,91940,92500,785,-60.0,nan,nan,nan,nan,269.55,nan,nan,1.8,3.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-07 21:00:00,101860,80,1,130,1.9,277.55,269.75,57,9000,2,0,0,0,0,nan,30,20,10,98910,nan,nan,-40.0,nan,nan,nan,nan,nan,nan,nan,2.7,3.2,-10.0,0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-07 21:00:00,101400,0,0,120,3.8,281.15,276.05,70,12720,0,nan,nan,nan,0,nan,nan,nan,nan,100810,nan,nan,-570.0,nan,nan,nan,nan,277.15,nan,nan,5.0,6.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7535,2022-03-07 21:00:00,101610,40,2,130,2.4,276.75,271.35,68,20000,0,nan,nan,nan,0,nan,nan,nan,nan,98410,nan,nan,-230.0,nan,nan,nan,nan,276.15,nan,nan,3.1,3.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7558,2022-03-07 21:00:00,101800,90,1,110,3.3,275.35,270.65,71,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,93270,nan,nan,30,nan,nan,nan,nan,274.25,nan,nan,4.4,6.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-07 21:00:00,101890,150,1,70,0.8,273.75,269.25,72,15960,0,nan,nan,nan,nan,nan,nan,nan,nan,100960,nan,nan,80,nan,nan,nan,nan,275.05,nan,nan,1.2,1.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-07 21:00:00,nan,170,1,0,0.0,274.45,266.35,55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91520,nan,nan,220,nan,269.75,nan,283.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7607,2022-03-07 21:00:00,101380,20,3,80,2.6,279.65,276.75,82,24200,0,nan,nan,100,8,3840,nan,nan,nan,100660,nan,nan,-510.0,nan,nan,nan,nan,279.75,nan,nan,3.5,3.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,3840,nan,nan,nan,nan,nan,nan,nan,nan,nan
7621,2022-03-07 21:00:00,101410,10,1,20,1.6,278.25,275.95,85,13470,0,nan,nan,nan,0,nan,nan,nan,nan,97010,nan,nan,-480.0,nan,nan,nan,nan,278.85,nan,nan,2.3,2.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7627,2022-03-07 21:00:00,101500,0,0,150,3.5,278.35,275.15,80,20000,0,nan,nan,nan,0,nan,nan,nan,nan,96500,nan,nan,-400.0,nan,nan,nan,nan,278.35,nan,nan,4.5,5.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7630,2022-03-07 21:00:00,101550,30,1,130,6.2,280.35,275.65,72,14060,0,nan,nan,nan,0,nan,nan,nan,nan,99720,nan,nan,-280.0,nan,nan,nan,nan,279.95,nan,nan,8.9,9.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7643,2022-03-07 21:00:00,101830,60,1,10,2.5,276.65,271.85,71,15820,0,nan,nan,nan,0,nan,nan,nan,nan,101730,nan,nan,80,nan,nan,nan,nan,275.35,nan,nan,3.0,3.0,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7650,2022-03-07 21:00:00,101860,70,2,120,2.5,277.45,272.45,70,12260,0,nan,nan,nan,1,4140,nan,nan,nan,101460,nan,nan,140,nan,nan,nan,nan,276.65,nan,nan,3.3,3.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4140,nan,nan,nan,nan,nan,nan,nan,nan,nan
7661,2022-03-07 21:00:00,nan,nan,nan,330,5.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.3,6.3,-10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7690,2022-03-07 21:00:00,101780,40,2,330,3.7,280.05,274.95,70,30000,2,0,0,0,0,nan,30,20,10,101460,nan,nan,110,nan,nan,nan,nan,278.75,nan,nan,4.3,4.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7747,2022-03-07 21:00:00,101690,-20.0,5,310,1.5,280.05,277.55,84,12960,0,nan,nan,nan,0,nan,nan,nan,nan,101150,nan,nan,-40.0,nan,nan,nan,nan,276.55,nan,nan,2.4,2.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7761,2022-03-07 21:00:00,101810,100,1,30,2.6,277.55,272.95,72,22800,0,nan,nan,nan,0,nan,nan,nan,nan,101700,nan,nan,260,nan,nan,nan,nan,277.05,nan,nan,4.2,4.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7790,2022-03-07 21:00:00,101830,120,1,220,2.1,275.75,272.65,80,17860,0,nan,nan,nan,0,nan,nan,nan,nan,101680,nan,nan,200,nan,nan,nan,nan,275.55,nan,nan,2.5,2.7,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61968,2022-03-07 21:00:00,100750,90,8,270,1.2,300.05,298.05,89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100700,nan,nan,-170.0,nan,298.15,nan,302.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,1.2,1.2,1.2,22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61972,2022-03-07 21:00:00,100980,80,8,160,3.3,299.05,294.25,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100910,nan,nan,-70.0,nan,299.05,nan,304.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61976,2022-03-07 21:00:00,100800,120,8,nan,nan,299.95,298.35,91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100710,nan,nan,240,nan,299.05,nan,303.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.8,0.8,1.2,1.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61980,2022-03-07 21:00:00,101080,-90.0,8,120,6.1,299.75,295.55,78,59830,0,nan,nan,100,8,1750,nan,nan,nan,100930,nan,nan,-20.0,nan,nan,nan,nan,nan,nan,nan,8.9,9.5,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.8,nan,nan,nan,nan,1,nan,1620,6,nan,3840,8,nan,4440,nan,9,nan
61996,2022-03-07 21:00:00,101940,0,5,220,0.9,288.35,283.95,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101590,nan,nan,340,nan,287.55,nan,292.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.6,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61997,2022-03-07 21:00:00,101890,100,8,300,11.5,284.15,280.85,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100130,nan,nan,-60.0,nan,281.25,nan,291.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61998,2022-03-07 21:00:00,101540,90,1,280,2.6,279.05,277.35,89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101170,nan,nan,680,nan,nan,nan,nan,nan,nan,nan,nan,3.6,-10.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67005,2022-03-07 21:00:00,100830,-10.0,8,290,3.5,300.55,297.95,86,20000,0,nan,nan,nan,0,nan,nan,nan,nan,100750,nan,nan,-100.0,nan,nan,nan,nan,nan,nan,nan,4.1,4.4,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71805,2022-03-07 21:00:00,100700,290,1,90,7.3,273.55,272.85,95,11560,0,2,nan,100,8,450,nan,nan,nan,100610,nan,nan,-1600.0,nan,nan,nan,nan,273.05,nan,nan,9.5,10.0,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,1.4,11.4,nan,nan,nan,nan,8,nan,390,nan,nan,nan,nan,nan,nan,nan,nan,nan
78890,2022-03-07 21:00:00,101370,100,5,70,10.2,298.45,293.25,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101050,nan,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78894,2022-03-07 21:00:00,101480,110,6,60,10.1,299.95,293.35,67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100970,nan,nan,-80.0,nan,294.95,nan,301.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,16.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78897,2022-03-07 21:00:00,101410,-50.0,5,70,6.2,298.35,294.25,78,3660,nan,nan,nan,nan,nan,nan,nan,nan,nan,101320,nan,nan,-30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8,0.8,0.8,4.4,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78925,2022-03-07 21:00:00,101310,-40.0,5,90,4.6,298.75,294.65,78,48490,0,nan,nan,nan,5,800,nan,nan,nan,101220,nan,nan,-20.0,nan,nan,nan,nan,nan,nan,nan,6.7,14.6,-10.0,nan,nan,nan,nan,0.2,0.2,2.2,3.2,4.4,nan,nan,nan,nan,3,nan,840,3,nan,1140,5,nan,2100,nan,nan,nan
81401,2022-03-07 21:00:00,nan,20,5,60,3.7,297.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100780,nan,nan,-40.0,nan,296.15,nan,303.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.8,4.4,4.4,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81405,2022-03-07 21:00:00,100810,-50.0,5,60,4.2,299.55,297.05,86,20360,0,nan,nan,90,3,450,nan,nan,nan,100720,nan,nan,-140.0,nan,nan,nan,nan,298.45,nan,nan,5.8,6.0,-10.0,nan,nan,nan,nan,0.0,-0.1,2.6,nan,nan,nan,nan,nan,nan,2,nan,570,3,nan,1320,5,nan,1980,nan,8,nan
81408,2022-03-07 21:00:00,100770,20,3,330,1.4,299.65,297.85,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100690,nan,nan,-200.0,nan,296.05,nan,304.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.2,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81415,2022-03-07 21:00:00,100730,80,5,10,3.4,299.55,297.55,89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99520,nan,nan,-220.0,nan,295.45,nan,304.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8,1.8,1.8,1.8,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89642,2022-03-07 21:00:00,98050,-50.0,6,140,8.7,260.65,250.85,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23.7,-30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7005,2022-03-08 00:00:00,101940,-90.0,8,110,4.3,274.35,266.95,58,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,101030,nan,nan,-710.0,nan,nan,nan,nan,272.85,nan,nan,8.1,9.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7015,2022-03-08 00:00:00,102100,-100.0,7,100,4.0,272.95,267.15,65,21950,0,nan,nan,nan,0,nan,nan,nan,nan,101500,nan,nan,-590.0,nan,nan,nan,nan,272.45,nan,nan,5.9,6.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-08 00:00:00,101430,-170.0,8,100,6.3,276.45,270.25,64,14000,2,0,nan,0,0,nan,30,20,10,101320,nan,nan,-1160.0,nan,nan,nan,nan,nan,nan,nan,9.4,9.6,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-08 00:00:00,101580,-150.0,7,110,5.2,274.55,269.25,68,13230,0,nan,nan,nan,0,nan,nan,nan,nan,100740,nan,nan,-990.0,nan,nan,nan,nan,275.85,nan,nan,7.3,8.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-08 00:00:00,101730,-120.0,8,110,6.8,273.75,267.05,61,19380,0,nan,nan,nan,0,nan,nan,nan,nan,99830,nan,nan,-750.0,nan,nan,nan,nan,272.05,nan,nan,10.3,10.3,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-08 00:00:00,102110,-70.0,8,110,3.9,270.15,265.95,73,18720,0,nan,nan,nan,0,nan,nan,nan,nan,100890,nan,nan,-290.0,nan,nan,nan,nan,266.15,nan,nan,4.4,5.2,-10.0,4,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-08 00:00:00,101000,-260.0,8,130,6.2,276.05,271.85,74,10890,0,nan,nan,nan,1,1250,nan,nan,nan,99790,nan,nan,-1480.0,nan,nan,nan,nan,274.25,nan,nan,9.7,9.7,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,1230,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-08 00:00:00,101110,-230.0,8,100,4.8,276.55,271.35,69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100390,nan,nan,-1360.0,nan,nan,nan,nan,nan,nan,nan,8.1,11.7,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-08 00:00:00,101340,-100.0,8,110,4.7,275.55,270.25,68,11070,0,nan,nan,nan,0,nan,nan,nan,nan,100880,nan,nan,-1060.0,nan,nan,nan,nan,275.55,nan,nan,8.1,8.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7139,2022-03-08 00:00:00,101620,-120.0,6,20,2.4,272.95,268.65,73,16670,0,nan,nan,nan,0,nan,nan,nan,nan,99800,nan,nan,-830.0,nan,nan,nan,nan,277.85,nan,nan,3.3,3.3,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-08 00:00:00,101870,-70.0,8,90,2.1,274.65,267.75,60,12040,2,0,0,0,0,nan,30,20,10,100740,nan,nan,-500.0,nan,nan,nan,nan,nan,nan,nan,4.4,7.4,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-08 00:00:00,102000,-30.0,8,90,1.9,272.25,267.05,68,13140,0,nan,nan,nan,0,nan,nan,nan,nan,100510,nan,nan,-270.0,nan,nan,nan,nan,265.75,nan,nan,2.9,2.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-08 00:00:00,102200,-80.0,8,100,2.8,271.85,264.85,59,15210,0,nan,nan,nan,0,nan,nan,nan,nan,97830,nan,nan,-150.0,nan,nan,nan,nan,267.95,nan,nan,7.5,7.5,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-08 00:00:00,102350,-80.0,8,90,1.6,272.75,263.85,51,14960,0,nan,nan,nan,0,nan,nan,nan,nan,100440,nan,nan,10,nan,nan,nan,nan,267.55,nan,nan,2.3,3.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-08 00:00:00,nan,-220.0,8,140,10.0,281.15,nan,nan,15000,1,0,nan,0,0,nan,30,20,10,100540,nan,nan,-1230.0,nan,nan,nan,nan,nan,nan,nan,13.7,13.9,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-08 00:00:00,101260,-90.0,8,100,4.0,277.75,271.95,66,12840,0,nan,nan,100,3,1250,nan,nan,nan,100940,nan,nan,-990.0,nan,nan,nan,nan,277.25,nan,nan,5.5,5.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3,nan,1440,4,nan,1740,8,nan,2220,nan,nan,nan
7240,2022-03-08 00:00:00,101550,-90.0,7,90,3.9,274.45,269.95,72,15780,0,nan,nan,nan,0,nan,nan,nan,nan,100150,nan,nan,-680.0,nan,nan,nan,nan,277.95,nan,nan,5.2,5.8,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-08 00:00:00,101740,-30.0,7,90,4.0,273.35,268.35,69,14800,0,nan,nan,nan,nan,nan,nan,nan,nan,99660,nan,nan,-390.0,nan,nan,nan,nan,271.95,nan,nan,4.4,5.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-08 00:00:00,102020,10,2,340,3.4,271.65,266.65,69,12080,0,nan,nan,nan,0,nan,nan,nan,nan,99250,nan,nan,-80.0,nan,nan,nan,nan,271.35,nan,nan,4.1,4.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-08 00:00:00,102310,0,0,140,4.2,272.55,265.95,61,12970,0,nan,nan,nan,0,nan,nan,nan,nan,98890,nan,nan,100,nan,nan,nan,nan,271.45,nan,nan,5.8,5.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-08 00:00:00,101220,-130.0,7,120,5.5,279.95,274.25,67,15000,1,0,nan,0,0,nan,30,20,10,100940,nan,nan,-880.0,nan,nan,nan,nan,nan,nan,nan,8.6,9.2,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-08 00:00:00,101490,-50.0,7,150,2.4,275.55,270.65,70,16180,0,nan,nan,nan,0,nan,nan,nan,nan,100000,nan,nan,-630.0,nan,nan,nan,nan,274.75,nan,nan,3.2,3.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-08 00:00:00,101590,-10.0,8,80,2.9,276.65,269.65,60,19130,0,nan,nan,nan,0,nan,nan,nan,nan,96690,nan,nan,-320.0,nan,nan,nan,nan,276.65,nan,nan,4.4,4.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-08 00:00:00,101820,20,1,240,1.4,273.35,268.85,72,11680,0,nan,nan,nan,0,nan,nan,nan,nan,97720,nan,nan,-210.0,nan,nan,nan,nan,269.45,nan,nan,2.5,3.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-08 00:00:00,nan,10,3,240,1.7,267.75,264.65,79,7600,0,nan,nan,nan,0,nan,nan,nan,nan,91950,92500,786,-30.0,nan,nan,nan,nan,268.45,nan,nan,2.3,2.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-08 00:00:00,101890,10,0,140,4.4,276.15,269.55,62,8000,2,0,0,0,0,nan,30,20,10,98920,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,6.0,6.0,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-08 00:00:00,101340,-60.0,6,130,3.8,280.45,276.15,74,12770,0,nan,nan,90,7,3840,nan,nan,nan,100750,nan,nan,-620.0,nan,nan,nan,nan,277.15,nan,nan,5.3,6.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,3840,nan,nan,nan,nan,nan,nan,nan,nan,nan
7535,2022-03-08 00:00:00,101580,-10.0,7,120,3.2,278.65,272.35,64,20000,0,nan,nan,nan,0,nan,nan,nan,nan,98400,nan,nan,-240.0,nan,nan,nan,nan,275.75,nan,nan,5.0,6.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7558,2022-03-08 00:00:00,101810,10,2,100,3.7,275.15,271.55,77,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,93280,nan,nan,10,nan,nan,nan,nan,273.45,nan,nan,4.5,5.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-08 00:00:00,101920,20,3,0,0.0,271.15,268.45,82,13160,0,nan,nan,nan,nan,nan,nan,nan,nan,100980,nan,nan,80,nan,nan,nan,nan,273.45,nan,nan,0.9,0.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-08 00:00:00,nan,0,0,30,3.0,273.35,266.05,58,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91520,nan,nan,170,nan,269.75,nan,283.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
